state,district_type,education_level,infrastructure_score,toilet_access,drinking_water_source,electricity_access,employment_type,health_index,poverty_status,housing_type,cooking_fuel_type,phone_access,transport_mode,internet_access
Rajasthan,Rural,Secondary,57.6,Private,Private tap,1,Informal,0.38,0,Kutcha,LPG,Basic Phone,Public Transport,0
Jharkhand,Rural,Postgraduate,64.0,Shared,Unprotected,1,Informal,0.28,1,Semi-Pucca,LPG,Smartphone,Cycle,0
Gujarat,Rural,Secondary,42.8,Private,Private tap,1,Unemployed,0.47,1,Semi-Pucca,Firewood,Smartphone,Private Vehicle,1
Kerala,Urban,Graduate,53.0,No,Well,1,Private job,0.34,1,Pucca,Firewood,Basic Phone,Private Vehicle,1
Kerala,Rural,Secondary,50.2,Private,Public tap,1,Govt job,0.24,1,Pucca,LPG,Smartphone,Cycle,1
Maharashtra,Urban,Graduate,49.7,No,Private tap,1,Informal,0.48,1,Pucca,Firewood,Smartphone,Private Vehicle,1
Tamil Nadu,Rural,Primary,36.6,Private,Unprotected,1,Govt job,0.24,1,Kutcha,LPG,Smartphone,Cycle,1
Maharashtra,Rural,Primary,25.1,No,Public tap,1,Informal,0.36,1,Kutcha,LPG,None,Private Vehicle,1
Uttar Pradesh,Rural,Secondary,43.3,Shared,Public tap,1,Unemployed,0.27,1,Pucca,Kerosene,Basic Phone,Walk,1
Maharashtra,Urban,Primary,42.2,Shared,Public tap,1,Govt job,0.17,1,Semi-Pucca,Firewood,Basic Phone,Cycle,0
West Bengal,Rural,Primary,35.3,Shared,Public tap,1,Informal,0.28,1,Semi-Pucca,LPG,None,Private Vehicle,0
Kerala,Rural,Primary,67.0,Shared,Unprotected,1,Govt job,0.18,1,Semi-Pucca,Kerosene,Smartphone,Walk,0
Kerala,Urban,Secondary,26.6,Private,Well,0,Self-employed,0.43,1,Semi-Pucca,LPG,None,Public Transport,0
Chhattisgarh,Rural,Graduate,46.6,Shared,Unprotected,1,Self-employed,0.14,1,Pucca,LPG,Basic Phone,Public Transport,1
Odisha,Urban,Secondary,73.3,Private,Well,1,Informal,0.32,0,Pucca,Biogas,Smartphone,Private Vehicle,1
Odisha,Rural,Graduate,68.2,No,Well,1,Govt job,0.36,1,Semi-Pucca,Firewood,Smartphone,Private Vehicle,0
Chhattisgarh,Rural,Secondary,74.3,Private,Private tap,1,Unemployed,0.56,1,Kutcha,Firewood,Basic Phone,Public Transport,1
Bihar,Rural,No School,38.2,Private,Unprotected,1,Unemployed,0.15,1,Kutcha,Firewood,Basic Phone,Public Transport,1
West Bengal,Rural,Primary,65.7,Private,Well,1,Private job,0.04,1,Kutcha,LPG,Basic Phone,Walk,0
Kerala,Rural,Secondary,28.7,Shared,Unprotected,1,Govt job,0.45,1,Kutcha,Firewood,None,Cycle,0
Tamil Nadu,Rural,Primary,44.5,No,Unprotected,1,Govt job,0.43,1,Kutcha,LPG,Smartphone,Public Transport,0
Gujarat,Urban,Primary,46.4,Shared,Well,0,Informal,0.08,1,Kutcha,LPG,Basic Phone,Cycle,1
West Bengal,Rural,Secondary,38.5,Private,Well,1,Informal,0.35,1,Semi-Pucca,LPG,Basic Phone,Cycle,1
Jharkhand,Rural,Secondary,42.8,Private,Public tap,1,Self-employed,0.06,1,Pucca,Kerosene,None,Walk,1
Rajasthan,Rural,Secondary,40.1,Private,Private tap,1,Informal,0.46,0,Pucca,LPG,Smartphone,Walk,1
Gujarat,Rural,Graduate,30.4,No,Well,1,Govt job,0.26,1,Kutcha,Biogas,Smartphone,Public Transport,0
Kerala,Urban,Graduate,67.1,Private,Well,1,Govt job,0.58,0,Semi-Pucca,Firewood,Basic Phone,Walk,1
Bihar,Rural,Graduate,46.4,Private,Well,1,Private job,0.27,1,Semi-Pucca,LPG,None,Private Vehicle,0
Tamil Nadu,Rural,Postgraduate,54.0,No,Private tap,1,Self-employed,0.06,1,Semi-Pucca,LPG,Smartphone,Walk,1
Gujarat,Rural,Primary,53.3,No,Unprotected,1,Informal,0.33,1,Pucca,Firewood,Basic Phone,Walk,0
West Bengal,Urban,Secondary,51.1,Private,Public tap,1,Govt job,0.02,1,Kutcha,Firewood,None,Cycle,0
Madhya Pradesh,Rural,Graduate,51.9,Shared,Public tap,1,Govt job,0.21,1,Semi-Pucca,LPG,None,Public Transport,1
Rajasthan,Urban,Secondary,43.9,Private,Unprotected,0,Private job,0.37,1,Semi-Pucca,LPG,None,Public Transport,0
Kerala,Rural,Graduate,78.4,Private,Private tap,1,Self-employed,0.07,1,Kutcha,Firewood,None,Cycle,1
Gujarat,Rural,Secondary,65.2,Private,Private tap,1,Private job,0.33,0,Semi-Pucca,Biogas,None,Cycle,1
West Bengal,Rural,Secondary,50.4,Private,Well,1,Unemployed,0.18,1,Kutcha,LPG,Smartphone,Private Vehicle,1
West Bengal,Rural,No School,41.1,Private,Private tap,1,Self-employed,0.53,1,Semi-Pucca,Kerosene,Basic Phone,Public Transport,1
Gujarat,Rural,Postgraduate,47.6,Shared,Private tap,1,Unemployed,0.45,1,Kutcha,LPG,Basic Phone,Public Transport,1
Tamil Nadu,Rural,Graduate,58.4,Shared,Well,1,Govt job,0.14,1,Kutcha,Firewood,Smartphone,Public Transport,1
Rajasthan,Rural,Graduate,80.0,Private,Unprotected,1,Self-employed,0.14,1,Semi-Pucca,Firewood,Smartphone,Public Transport,0
Odisha,Rural,Secondary,22.5,Private,Public tap,1,Unemployed,0.35,1,Semi-Pucca,Firewood,Smartphone,Public Transport,1
Odisha,Rural,Primary,63.2,Private,Unprotected,0,Self-employed,0.5,1,Kutcha,Firewood,Smartphone,Public Transport,1
Madhya Pradesh,Rural,No School,72.5,Shared,Unprotected,1,Unemployed,0.72,1,Pucca,Biogas,Basic Phone,Private Vehicle,0
Uttar Pradesh,Rural,Graduate,20.3,No,Well,1,Unemployed,0.26,1,Kutcha,Firewood,Smartphone,Public Transport,1
Chhattisgarh,Urban,Secondary,46.4,Shared,Unprotected,1,Unemployed,0.17,1,Kutcha,Firewood,Basic Phone,Cycle,0
Kerala,Rural,Primary,28.7,No,Private tap,1,Informal,0.21,1,Kutcha,LPG,Basic Phone,Private Vehicle,1
Tamil Nadu,Rural,Secondary,58.6,Private,Unprotected,1,Unemployed,0.17,1,Semi-Pucca,LPG,None,Public Transport,0
Kerala,Urban,Secondary,42.8,Private,Unprotected,1,Unemployed,0.15,1,Semi-Pucca,Firewood,Smartphone,Public Transport,1
Maharashtra,Rural,Secondary,47.4,No,Well,1,Informal,0.39,1,Pucca,LPG,Basic Phone,Public Transport,0
Tamil Nadu,Rural,Secondary,41.8,Private,Well,1,Unemployed,0.3,1,Kutcha,Firewood,None,Public Transport,0
Odisha,Rural,Secondary,64.4,Private,Public tap,1,Informal,0.26,1,Semi-Pucca,Firewood,None,Public Transport,0
Maharashtra,Urban,Graduate,54.6,Private,Private tap,1,Self-employed,0.21,1,Pucca,Kerosene,Smartphone,Public Transport,1
Tamil Nadu,Rural,Primary,54.6,Private,Private tap,1,Self-employed,0.49,1,Pucca,Firewood,Basic Phone,Private Vehicle,1
Rajasthan,Urban,Primary,53.2,Shared,Public tap,1,Private job,0.06,1,Kutcha,LPG,Smartphone,Public Transport,1
Uttar Pradesh,Urban,Secondary,61.4,Private,Public tap,1,Unemployed,0.23,1,Pucca,LPG,Smartphone,Cycle,1
Madhya Pradesh,Rural,Postgraduate,44.8,Shared,Well,1,Private job,0.3,0,Semi-Pucca,LPG,Basic Phone,Cycle,0
Bihar,Urban,Secondary,84.0,Private,Public tap,1,Informal,0.51,0,Kutcha,Firewood,Smartphone,Public Transport,0
Odisha,Rural,Secondary,25.3,Private,Unprotected,1,Informal,0.13,1,Kutcha,Firewood,Basic Phone,Public Transport,0
Bihar,Urban,Secondary,15.5,Private,Public tap,1,Informal,0.22,1,Semi-Pucca,LPG,Smartphone,Private Vehicle,1
Gujarat,Rural,Secondary,13.8,Private,Unprotected,1,Unemployed,0.19,1,Pucca,Firewood,Basic Phone,Cycle,0
Maharashtra,Rural,Postgraduate,8.4,Private,Public tap,0,Informal,0.28,1,Kutcha,Kerosene,Smartphone,Public Transport,0
Bihar,Rural,Graduate,63.5,No,Well,0,Govt job,0.27,1,Kutcha,Firewood,Smartphone,Cycle,0
Maharashtra,Rural,Secondary,61.0,Shared,Private tap,1,Private job,0.43,0,Kutcha,Kerosene,Basic Phone,Public Transport,1
Maharashtra,Rural,Secondary,74.2,No,Unprotected,1,Private job,0.31,1,Pucca,Firewood,None,Public Transport,1
Jharkhand,Rural,No School,28.9,No,Private tap,1,Govt job,0.27,1,Kutcha,Firewood,Smartphone,Private Vehicle,1
Uttar Pradesh,Rural,Secondary,64.9,No,Unprotected,1,Self-employed,0.25,1,Semi-Pucca,Kerosene,Basic Phone,Public Transport,1
Chhattisgarh,Rural,Graduate,51.1,Private,Private tap,1,Informal,0.21,1,Pucca,LPG,Smartphone,Public Transport,0
West Bengal,Rural,Secondary,53.3,No,Well,1,Private job,0.59,1,Pucca,Kerosene,Smartphone,Walk,1
Rajasthan,Rural,Primary,62.5,Shared,Unprotected,1,Govt job,0.47,1,Semi-Pucca,Firewood,Smartphone,Public Transport,0
Tamil Nadu,Rural,Postgraduate,34.9,Private,Public tap,1,Unemployed,0.25,1,Semi-Pucca,Firewood,Smartphone,Public Transport,1
Kerala,Rural,Secondary,100.0,Private,Well,1,Self-employed,0.28,1,Semi-Pucca,Firewood,Basic Phone,Cycle,0
Chhattisgarh,Rural,Secondary,76.6,Private,Private tap,1,Informal,0.06,1,Semi-Pucca,LPG,Smartphone,Public Transport,1
Kerala,Urban,No School,39.4,Shared,Unprotected,1,Self-employed,0.28,1,Kutcha,Firewood,Basic Phone,Cycle,0
Madhya Pradesh,Rural,Secondary,28.2,Private,Well,1,Private job,0.13,1,Semi-Pucca,LPG,Basic Phone,Walk,1
Madhya Pradesh,Rural,Graduate,48.2,Shared,Private tap,1,Self-employed,0.17,1,Kutcha,LPG,None,Cycle,1
Rajasthan,Rural,Secondary,53.6,Shared,Unprotected,1,Private job,0.07,1,Semi-Pucca,LPG,Basic Phone,Public Transport,1
Tamil Nadu,Rural,Secondary,71.3,Private,Unprotected,1,Private job,0.09,1,Pucca,LPG,None,Cycle,1
Tamil Nadu,Urban,Primary,26.6,No,Well,1,Unemployed,0.35,1,Semi-Pucca,LPG,Smartphone,Public Transport,0
Odisha,Rural,Secondary,55.7,Shared,Private tap,1,Unemployed,0.07,1,Semi-Pucca,LPG,Smartphone,Cycle,1
Gujarat,Rural,Postgraduate,19.4,Private,Private tap,1,Informal,0.42,1,Pucca,LPG,Basic Phone,Cycle,1
Tamil Nadu,Rural,Secondary,58.7,Private,Unprotected,1,Private job,0.21,1,Semi-Pucca,Firewood,Smartphone,Cycle,1
West Bengal,Rural,Postgraduate,47.8,Private,Private tap,1,Informal,0.25,1,Kutcha,LPG,Smartphone,Cycle,0
Chhattisgarh,Rural,Postgraduate,88.7,Shared,Public tap,0,Self-employed,0.49,1,Semi-Pucca,LPG,Basic Phone,Cycle,0
Maharashtra,Rural,Postgraduate,19.1,Shared,Public tap,1,Informal,0.39,1,Semi-Pucca,Firewood,Basic Phone,Cycle,1
Chhattisgarh,Rural,Graduate,77.4,No,Unprotected,1,Govt job,0.13,1,Kutcha,LPG,Basic Phone,Walk,1
Gujarat,Rural,No School,15.9,Private,Private tap,0,Unemployed,0.07,1,Semi-Pucca,LPG,Basic Phone,Public Transport,1
Kerala,Rural,Postgraduate,23.5,Private,Unprotected,1,Informal,0.08,1,Semi-Pucca,LPG,Basic Phone,Cycle,1
Jharkhand,Rural,Primary,16.5,No,Public tap,1,Informal,0.4,1,Pucca,Kerosene,Basic Phone,Private Vehicle,1
Rajasthan,Rural,No School,55.0,No,Unprotected,1,Self-employed,0.27,1,Semi-Pucca,Kerosene,Basic Phone,Public Transport,0
Rajasthan,Urban,No School,26.5,Private,Unprotected,1,Informal,0.21,1,Kutcha,LPG,Smartphone,Public Transport,1
West Bengal,Urban,Primary,23.0,Shared,Well,1,Govt job,0.37,1,Semi-Pucca,Firewood,Basic Phone,Cycle,0
Tamil Nadu,Urban,Secondary,54.1,Private,Well,0,Informal,0.22,1,Kutcha,LPG,Basic Phone,Public Transport,1
Jharkhand,Rural,Secondary,59.0,Private,Public tap,1,Self-employed,0.14,1,Kutcha,Firewood,Smartphone,Cycle,0
Odisha,Rural,No School,50.8,Shared,Private tap,1,Private job,0.21,1,Pucca,Firewood,None,Private Vehicle,0
Odisha,Rural,Secondary,46.8,No,Public tap,1,Self-employed,0.13,1,Semi-Pucca,LPG,Smartphone,Cycle,0
Chhattisgarh,Rural,Secondary,86.6,Private,Private tap,1,Informal,0.22,1,Semi-Pucca,Firewood,Smartphone,Cycle,0
West Bengal,Rural,Graduate,52.9,Shared,Private tap,0,Govt job,0.31,1,Pucca,LPG,None,Public Transport,1
Bihar,Rural,Primary,66.1,Private,Well,1,Unemployed,0.38,1,Semi-Pucca,Biogas,None,Private Vehicle,1
Bihar,Urban,Primary,52.9,Shared,Well,1,Informal,0.24,1,Kutcha,Firewood,Basic Phone,Public Transport,1
Tamil Nadu,Rural,Primary,28.0,No,Public tap,0,Informal,0.33,1,Pucca,Biogas,Smartphone,Walk,1
Chhattisgarh,Urban,Primary,61.0,Private,Public tap,1,Unemployed,0.1,1,Semi-Pucca,LPG,Smartphone,Private Vehicle,1
West Bengal,Urban,Secondary,36.9,Shared,Public tap,0,Self-employed,0.13,1,Semi-Pucca,Firewood,Smartphone,Public Transport,1
Bihar,Urban,Secondary,48.2,Shared,Well,0,Self-employed,0.03,1,Pucca,Kerosene,Smartphone,Cycle,1
Uttar Pradesh,Urban,Primary,56.1,No,Well,0,Informal,0.24,1,Semi-Pucca,LPG,Basic Phone,Walk,0
Kerala,Urban,Secondary,11.2,Private,Unprotected,1,Informal,0.08,1,Semi-Pucca,LPG,Smartphone,Public Transport,1
Madhya Pradesh,Rural,Secondary,17.8,Private,Public tap,1,Informal,0.24,1,Pucca,Kerosene,Smartphone,Cycle,1
Kerala,Urban,Postgraduate,68.2,Shared,Unprotected,0,Informal,0.4,1,Kutcha,Firewood,Smartphone,Public Transport,0
Gujarat,Rural,Primary,36.7,Private,Private tap,1,Informal,0.47,1,Pucca,LPG,Basic Phone,Walk,0
Madhya Pradesh,Urban,Graduate,37.7,No,Public tap,1,Informal,0.11,1,Pucca,Firewood,Basic Phone,Public Transport,1
Uttar Pradesh,Urban,Graduate,53.3,Shared,Well,1,Self-employed,0.35,0,Semi-Pucca,Firewood,Basic Phone,Walk,1
Gujarat,Rural,No School,42.3,Private,Public tap,0,Self-employed,0.29,1,Kutcha,LPG,Basic Phone,Public Transport,1
Uttar Pradesh,Rural,Postgraduate,58.4,Private,Public tap,1,Informal,0.2,1,Semi-Pucca,LPG,Basic Phone,Private Vehicle,1
West Bengal,Rural,Graduate,49.0,Shared,Well,1,Private job,0.25,1,Semi-Pucca,Firewood,None,Public Transport,1
Jharkhand,Rural,Secondary,54.0,No,Well,1,Informal,0.42,1,Kutcha,LPG,Basic Phone,Private Vehicle,0
Rajasthan,Rural,Secondary,36.0,No,Private tap,0,Govt job,0.46,1,Kutcha,Firewood,Smartphone,Public Transport,0
Bihar,Rural,Secondary,53.9,Private,Public tap,1,Unemployed,0.77,1,Kutcha,LPG,Basic Phone,Public Transport,1
West Bengal,Rural,Primary,72.1,No,Public tap,1,Self-employed,0.43,1,Semi-Pucca,Kerosene,Basic Phone,Cycle,0
Jharkhand,Rural,No School,38.6,No,Public tap,1,Informal,0.29,1,Semi-Pucca,LPG,Smartphone,Cycle,0
Rajasthan,Urban,Graduate,68.3,Shared,Public tap,1,Self-employed,0.37,0,Pucca,LPG,Smartphone,Cycle,1
West Bengal,Rural,Graduate,49.0,Shared,Private tap,1,Unemployed,0.27,1,Kutcha,Firewood,Smartphone,Walk,0
Tamil Nadu,Rural,Primary,64.7,Private,Public tap,0,Informal,0.64,1,Kutcha,LPG,Smartphone,Cycle,1
Rajasthan,Rural,Graduate,52.6,Shared,Private tap,1,Govt job,0.3,0,Kutcha,LPG,Smartphone,Cycle,0
Gujarat,Rural,Graduate,49.3,Private,Private tap,1,Govt job,0.03,1,Pucca,LPG,Smartphone,Cycle,0
Kerala,Urban,Primary,57.0,No,Well,1,Informal,0.39,1,Semi-Pucca,LPG,Smartphone,Public Transport,0
Rajasthan,Rural,Secondary,74.3,Shared,Public tap,0,Informal,0.18,1,Pucca,Biogas,Smartphone,Public Transport,1
Kerala,Urban,Secondary,54.7,No,Well,1,Unemployed,0.18,1,Pucca,LPG,Basic Phone,Public Transport,1
Gujarat,Rural,Graduate,59.6,Shared,Private tap,1,Unemployed,0.07,1,Kutcha,Firewood,None,Cycle,0
Odisha,Urban,Graduate,42.6,Shared,Unprotected,1,Unemployed,0.52,1,Kutcha,LPG,Smartphone,Public Transport,0
Madhya Pradesh,Urban,No School,81.4,Private,Unprotected,1,Informal,0.4,1,Semi-Pucca,Biogas,None,Private Vehicle,1
Kerala,Rural,Secondary,62.8,Private,Public tap,1,Govt job,0.13,1,Kutcha,Firewood,Smartphone,Public Transport,0
Uttar Pradesh,Rural,Graduate,51.6,Shared,Unprotected,0,Self-employed,0.27,1,Semi-Pucca,Firewood,Basic Phone,Public Transport,0
Tamil Nadu,Urban,Graduate,47.5,No,Well,1,Govt job,0.44,1,Semi-Pucca,Biogas,Smartphone,Public Transport,1
Bihar,Rural,Primary,69.6,Shared,Unprotected,1,Govt job,0.24,1,Pucca,LPG,Basic Phone,Public Transport,0
Odisha,Urban,Secondary,37.9,Private,Unprotected,1,Self-employed,0.27,1,Kutcha,Firewood,Basic Phone,Walk,1
Odisha,Urban,Graduate,14.3,Private,Private tap,1,Informal,0.34,1,Kutcha,LPG,Basic Phone,Cycle,0
Chhattisgarh,Urban,Primary,51.4,Private,Well,1,Private job,0.22,1,Semi-Pucca,Firewood,None,Walk,1
West Bengal,Rural,Secondary,73.8,Private,Public tap,1,Self-employed,0.3,0,Kutcha,Firewood,None,Public Transport,1
West Bengal,Rural,Graduate,81.8,Shared,Well,0,Informal,0.41,1,Semi-Pucca,Firewood,Basic Phone,Cycle,1
West Bengal,Rural,No School,47.9,Private,Well,1,Private job,0.22,1,Kutcha,Firewood,Smartphone,Private Vehicle,1
Rajasthan,Rural,Graduate,50.9,Shared,Public tap,1,Unemployed,0.19,1,Kutcha,LPG,Basic Phone,Public Transport,1
Bihar,Urban,Primary,60.4,Private,Well,1,Self-employed,0.3,1,Pucca,Firewood,Smartphone,Public Transport,1
Madhya Pradesh,Rural,No School,44.7,Shared,Private tap,0,Unemployed,0.38,1,Pucca,LPG,Smartphone,Private Vehicle,0
Kerala,Rural,Primary,60.3,Shared,Public tap,1,Govt job,0.48,1,Kutcha,LPG,None,Public Transport,0
Gujarat,Urban,No School,48.3,No,Private tap,1,Govt job,0.59,1,Semi-Pucca,Firewood,Smartphone,Walk,0
Maharashtra,Rural,No School,70.2,Shared,Well,1,Self-employed,0.47,1,Kutcha,Firewood,Basic Phone,Private Vehicle,1
West Bengal,Rural,Secondary,64.5,Private,Unprotected,1,Self-employed,0.39,0,Kutcha,Biogas,Basic Phone,Private Vehicle,0
Odisha,Rural,Primary,66.2,Private,Public tap,1,Govt job,0.3,1,Semi-Pucca,LPG,Basic Phone,Cycle,1
Kerala,Rural,Postgraduate,45.9,Private,Public tap,1,Informal,0.38,0,Semi-Pucca,Kerosene,Basic Phone,Public Transport,1
Bihar,Rural,Secondary,88.5,Private,Unprotected,1,Private job,0.4,0,Kutcha,Firewood,Smartphone,Walk,0
Odisha,Rural,Secondary,59.7,No,Unprotected,0,Informal,0.27,1,Kutcha,Firewood,Basic Phone,Walk,1
Uttar Pradesh,Rural,Secondary,54.9,Shared,Public tap,1,Private job,0.24,1,Semi-Pucca,LPG,Basic Phone,Public Transport,1
Bihar,Urban,Secondary,34.8,Private,Unprotected,1,Self-employed,0.49,1,Kutcha,LPG,Smartphone,Cycle,0
Rajasthan,Rural,Secondary,48.1,Private,Private tap,1,Informal,0.36,0,Pucca,Biogas,None,Private Vehicle,0
West Bengal,Urban,Primary,52.3,Shared,Well,1,Unemployed,0.34,1,Kutcha,Biogas,Smartphone,Public Transport,1
Jharkhand,Urban,Graduate,34.2,No,Private tap,1,Informal,0.41,1,Kutcha,Firewood,Smartphone,Public Transport,1
Tamil Nadu,Rural,Secondary,44.2,Shared,Well,0,Private job,0.1,1,Pucca,Biogas,Smartphone,Walk,0
Odisha,Rural,No School,46.7,Private,Well,1,Informal,0.2,1,Semi-Pucca,Biogas,Basic Phone,Private Vehicle,1
Chhattisgarh,Rural,Secondary,51.1,Private,Unprotected,0,Informal,0.14,1,Kutcha,LPG,None,Walk,1
Chhattisgarh,Rural,Secondary,14.7,Shared,Unprotected,0,Informal,0.45,1,Semi-Pucca,Firewood,Basic Phone,Public Transport,0
Maharashtra,Urban,Primary,47.3,Private,Private tap,1,Informal,0.41,1,Semi-Pucca,Firewood,Basic Phone,Public Transport,1
Tamil Nadu,Rural,Graduate,42.5,No,Unprotected,1,Informal,0.39,1,Pucca,Firewood,Smartphone,Walk,0
Madhya Pradesh,Urban,Secondary,49.6,Shared,Private tap,1,Informal,0.19,1,Kutcha,Firewood,Smartphone,Private Vehicle,0
Madhya Pradesh,Rural,Secondary,70.7,Private,Public tap,1,Private job,0.3,0,Pucca,LPG,None,Cycle,0
Tamil Nadu,Rural,Secondary,91.0,Shared,Private tap,0,Self-employed,0.39,1,Semi-Pucca,Biogas,Basic Phone,Public Transport,1
Jharkhand,Urban,Postgraduate,63.6,No,Well,1,Govt job,0.3,1,Pucca,LPG,Smartphone,Public Transport,1
Rajasthan,Rural,Primary,25.3,Private,Public tap,0,Self-employed,0.04,1,Pucca,LPG,Smartphone,Walk,0
Bihar,Rural,Secondary,43.1,Private,Private tap,0,Informal,0.49,1,Kutcha,Kerosene,Basic Phone,Private Vehicle,0
Jharkhand,Rural,Primary,61.9,Private,Private tap,1,Private job,0.19,1,Pucca,LPG,Smartphone,Cycle,1
Kerala,Rural,Graduate,59.7,No,Public tap,1,Unemployed,0.44,1,Kutcha,LPG,Smartphone,Cycle,0
West Bengal,Urban,No School,69.7,Shared,Public tap,1,Informal,0.15,1,Kutcha,Firewood,Basic Phone,Walk,1
Madhya Pradesh,Urban,No School,48.1,Shared,Well,0,Informal,0.29,1,Semi-Pucca,LPG,None,Cycle,1
Odisha,Urban,Graduate,42.7,Private,Well,1,Self-employed,0.19,1,Pucca,Firewood,Smartphone,Public Transport,1
Madhya Pradesh,Urban,Secondary,85.0,Shared,Well,1,Informal,0.2,1,Semi-Pucca,Firewood,Basic Phone,Cycle,0
Chhattisgarh,Rural,Primary,51.2,Shared,Unprotected,1,Govt job,0.15,1,Pucca,LPG,Smartphone,Public Transport,1
Odisha,Rural,Secondary,29.7,No,Well,1,Private job,0.17,1,Semi-Pucca,LPG,Basic Phone,Public Transport,0
Kerala,Rural,Graduate,79.5,Private,Unprotected,1,Govt job,0.11,1,Pucca,LPG,None,Private Vehicle,0
Kerala,Rural,Primary,20.1,Shared,Private tap,1,Informal,0.56,1,Semi-Pucca,LPG,Basic Phone,Public Transport,1
West Bengal,Rural,Primary,0.0,No,Private tap,1,Self-employed,0.37,1,Kutcha,Firewood,None,Walk,0
Uttar Pradesh,Rural,Postgraduate,65.4,Shared,Private tap,1,Private job,0.32,0,Pucca,Biogas,Basic Phone,Cycle,0
Chhattisgarh,Rural,Secondary,68.2,Shared,Unprotected,1,Informal,0.21,1,Kutcha,LPG,Basic Phone,Public Transport,0
Tamil Nadu,Rural,Secondary,58.3,No,Private tap,1,Unemployed,0.33,1,Semi-Pucca,LPG,None,Private Vehicle,0
Madhya Pradesh,Rural,Graduate,24.0,No,Private tap,1,Unemployed,0.14,1,Pucca,LPG,None,Public Transport,0
West Bengal,Urban,Secondary,48.8,Private,Unprotected,0,Informal,0.22,1,Pucca,Firewood,None,Public Transport,1
West Bengal,Rural,Primary,44.4,No,Well,1,Govt job,0.04,1,Semi-Pucca,Biogas,Basic Phone,Cycle,1
Uttar Pradesh,Urban,Primary,39.3,No,Well,1,Self-employed,0.47,1,Kutcha,Biogas,Smartphone,Public Transport,0
Kerala,Rural,Secondary,78.2,Shared,Well,1,Informal,0.12,1,Semi-Pucca,Firewood,None,Cycle,0
Chhattisgarh,Rural,Graduate,29.1,Private,Well,1,Govt job,0.44,1,Semi-Pucca,Firewood,Smartphone,Public Transport,1
Odisha,Urban,No School,56.3,No,Public tap,1,Self-employed,0.44,1,Pucca,Biogas,Basic Phone,Private Vehicle,0
Maharashtra,Rural,Primary,73.9,Private,Private tap,1,Self-employed,0.12,1,Kutcha,Firewood,None,Private Vehicle,0
Maharashtra,Rural,Graduate,57.6,Private,Well,1,Informal,0.15,1,Semi-Pucca,LPG,None,Private Vehicle,0
Chhattisgarh,Rural,Primary,74.8,Shared,Well,1,Informal,0.22,1,Semi-Pucca,Firewood,Basic Phone,Private Vehicle,0
Chhattisgarh,Rural,Secondary,61.3,Shared,Well,1,Informal,0.23,1,Semi-Pucca,LPG,Smartphone,Cycle,1
Gujarat,Urban,Primary,58.6,Private,Well,0,Govt job,0.42,1,Kutcha,LPG,Smartphone,Public Transport,1
Madhya Pradesh,Rural,Secondary,57.3,Private,Well,1,Govt job,0.18,1,Kutcha,Biogas,Basic Phone,Cycle,1
Odisha,Rural,Secondary,62.3,Private,Public tap,1,Informal,0.43,0,Pucca,LPG,None,Walk,1
Jharkhand,Urban,Primary,42.3,Private,Public tap,1,Unemployed,0.09,1,Semi-Pucca,Firewood,Basic Phone,Private Vehicle,0
Odisha,Rural,Secondary,24.0,Shared,Unprotected,0,Govt job,0.17,1,Semi-Pucca,Kerosene,Smartphone,Walk,1
West Bengal,Rural,Secondary,69.1,Private,Unprotected,1,Informal,0.18,1,Pucca,Firewood,None,Walk,1
Uttar Pradesh,Urban,Secondary,73.2,No,Well,1,Informal,0.33,1,Kutcha,LPG,Smartphone,Walk,1
Chhattisgarh,Rural,Secondary,55.0,Private,Unprotected,1,Unemployed,0.21,1,Semi-Pucca,Kerosene,None,Walk,0
Odisha,Urban,Secondary,39.0,Private,Public tap,0,Unemployed,0.38,1,Semi-Pucca,Firewood,None,Walk,1
West Bengal,Rural,Secondary,18.8,No,Well,1,Informal,0.05,1,Semi-Pucca,LPG,Basic Phone,Public Transport,1
Bihar,Rural,Secondary,51.7,No,Unprotected,1,Informal,0.59,1,Semi-Pucca,Firewood,Smartphone,Private Vehicle,0
Kerala,Urban,Secondary,23.0,No,Unprotected,1,Self-employed,0.43,1,Semi-Pucca,LPG,Smartphone,Public Transport,0
Uttar Pradesh,Rural,Secondary,20.2,Shared,Public tap,1,Private job,0.2,1,Semi-Pucca,Firewood,None,Public Transport,1
Maharashtra,Urban,Secondary,49.6,Private,Private tap,1,Informal,0.26,1,Semi-Pucca,LPG,None,Public Transport,0
Rajasthan,Rural,Primary,34.7,Private,Well,1,Informal,0.7,1,Pucca,LPG,Basic Phone,Public Transport,1
Maharashtra,Rural,Primary,56.9,Private,Unprotected,0,Informal,0.08,1,Semi-Pucca,LPG,None,Private Vehicle,1
Tamil Nadu,Rural,Primary,46.8,No,Public tap,1,Informal,0.53,1,Pucca,LPG,Basic Phone,Public Transport,1
West Bengal,Urban,Postgraduate,37.9,No,Well,1,Self-employed,0.32,1,Kutcha,Firewood,Smartphone,Walk,1
Chhattisgarh,Rural,Graduate,15.9,Shared,Public tap,1,Informal,0.3,1,Kutcha,LPG,Basic Phone,Public Transport,0
Uttar Pradesh,Rural,Secondary,32.9,Shared,Well,1,Unemployed,0.25,1,Semi-Pucca,LPG,Smartphone,Private Vehicle,1
Kerala,Rural,Primary,33.7,Private,Private tap,1,Govt job,0.09,1,Semi-Pucca,Firewood,Smartphone,Cycle,1
